Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MUF;Capacidad_MW;Posicion;Plazo
Región de Antofagasta;NA;Titular166;Nombre166;Solar;9.6;404;82;3
Región de Valparaíso;NA;Titular1437;Nombre1437;Solar;1.8;68.32;40;2
Región del Maule;NA;Titular2216;Nombre2216;Solar;0.288;9;154;5
Región de Valparaíso;NA;Titular1529;Nombre1529;Solar;3;70;220;3
Región de Tarapacá;NA;Titular1147;Nombre1147;Solar;23.76;581.46;12;2
Región de Los Lagos;NA;Titular825;Nombre825;Eólica;0.408;16.2;180;10
Región de Atacama;NA;Titular334;Nombre334;Solar;0.3024;12.6;105;5
Región de Arica y Parinacota;NA;Titular283;Nombre283;Solar;1.632;9;240;5
Región de Atacama;NA;Titular440;Nombre440;Solar;3.48;192.72;135;5
Región del Maule;NA;Titular2240;Nombre2240;Solar;0.24;13.12;224;2
Región de Atacama;NA;Titular441;Nombre441;Solar;0.228;12.5;9;5
Región de Atacama;NA;Titular447;Nombre447;Solar;5.28;324.87;84;4
Región de La Araucanía;NA;Titular755;Nombre755;Solar;0.288;11.07;54;2
Región de Antofagasta;NA;Titular163;Nombre163;Solar;0.2376;10.83;88;2
Región del Biobío;NA;Titular1689;Nombre1689;Solar;0.288;12;400;5
Región de La Araucanía;NA;Titular740;Nombre740;Solar;0.12;8.3;288;5
Región de Tarapacá;NA;Titular1195;Nombre1195;Solar;0.288;12.5;38;4
Región de Coquimbo;NA;Titular543;Nombre543;Solar;4.44;153.014;20;3
Región de Ñuble;NA;Titular938;Nombre938;Eólica;5.784;187.5;752;8
Región de Ñuble;NA;Titular964;Nombre964;Solar;0.2544;11.76;752;5
Región de La Araucanía;NA;Titular754;Nombre754;Solar;3.36;200;270;2
Región del Maule;NA;Titular2049;Nombre2049;Solar;0.288;12;329;3
Región de Tarapacá;NA;Titular1167;Nombre1167;Solar;15.24;381.8;35;3
Región de Ñuble;NA;Titular1085;Nombre1085;Solar;0.24;9;224;2
Región de Atacama;NA;Titular336;Nombre336;Solar;0.228;12.5;6;5
Región del Biobío;NA;Titular1635;Nombre1635;Solar;0.288;9;376;2
Región de Antofagasta;NA;Titular12;Nombre12;Eólica;15.48;336;38;11
Región de Coquimbo;NA;Titular581;Nombre581;Solar;0.288;9;92;4
Región de Valparaíso;NA;Titular1327;Nombre1327;Solar;0.168;7;15;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1749;Nombre1749;Solar;0.276;9;258;3
Región de Magallanes y de la Antártica Chilena;NA;Titular934;Nombre934;Hidro;0.192;1;552;3
Región del Maule;NA;Titular2169;Nombre2169;Solar;0.24;11;294;4
Región de Antofagasta;NA;Titular202;Nombre202;Solar;0.288;13.9;56;5
Región de Coquimbo;NA;Titular487;Nombre487;Eólica;2.8608;79.5;188;15
Región de Atacama;NA;Titular391;Nombre391;Solar;0.264;10.89;96;5
